,Headline,Body ID,Stance
480,Atheism,581,FAVOR
481,Atheism,582,NONE
482,Atheism,583,NONE
483,Atheism,584,AGAINST
484,Atheism,585,AGAINST
485,Atheism,586,AGAINST
486,Atheism,587,AGAINST
487,Atheism,588,AGAINST
488,Atheism,589,FAVOR
489,Atheism,590,AGAINST
490,Atheism,591,AGAINST
491,Atheism,592,AGAINST
492,Atheism,593,FAVOR
493,Atheism,594,NONE
494,Atheism,595,NONE
495,Atheism,596,AGAINST
496,Atheism,597,AGAINST
497,Atheism,598,FAVOR
498,Atheism,599,NONE
499,Atheism,600,NONE
500,Atheism,601,AGAINST
501,Atheism,602,AGAINST
502,Atheism,603,NONE
503,Atheism,604,NONE
504,Atheism,605,AGAINST
505,Atheism,606,AGAINST
506,Atheism,607,AGAINST
507,Atheism,608,AGAINST
508,Atheism,609,AGAINST
509,Atheism,610,AGAINST
510,Atheism,611,AGAINST
511,Atheism,612,AGAINST
512,Atheism,613,AGAINST
513,Climate Change is a Real Concern,614,FAVOR
514,Climate Change is a Real Concern,615,FAVOR
515,Climate Change is a Real Concern,616,FAVOR
516,Climate Change is a Real Concern,617,FAVOR
517,Climate Change is a Real Concern,618,FAVOR
518,Climate Change is a Real Concern,619,FAVOR
519,Climate Change is a Real Concern,620,FAVOR
520,Climate Change is a Real Concern,621,FAVOR
521,Climate Change is a Real Concern,622,FAVOR
522,Climate Change is a Real Concern,623,AGAINST
523,Climate Change is a Real Concern,624,FAVOR
524,Climate Change is a Real Concern,625,FAVOR
525,Climate Change is a Real Concern,626,FAVOR
526,Climate Change is a Real Concern,627,FAVOR
527,Climate Change is a Real Concern,628,FAVOR
528,Climate Change is a Real Concern,629,FAVOR
529,Climate Change is a Real Concern,630,FAVOR
530,Climate Change is a Real Concern,631,FAVOR
531,Climate Change is a Real Concern,632,NONE
532,Climate Change is a Real Concern,633,NONE
533,Climate Change is a Real Concern,634,FAVOR
534,Climate Change is a Real Concern,635,FAVOR
535,Climate Change is a Real Concern,636,NONE
536,Climate Change is a Real Concern,637,FAVOR
537,Climate Change is a Real Concern,638,FAVOR
538,Climate Change is a Real Concern,639,FAVOR
539,Climate Change is a Real Concern,640,FAVOR
540,Climate Change is a Real Concern,641,NONE
541,Climate Change is a Real Concern,642,FAVOR
542,Climate Change is a Real Concern,643,NONE
543,Climate Change is a Real Concern,644,NONE
544,Climate Change is a Real Concern,645,FAVOR
545,Climate Change is a Real Concern,646,NONE
546,Climate Change is a Real Concern,647,NONE
547,Climate Change is a Real Concern,648,NONE
548,Climate Change is a Real Concern,649,NONE
549,Climate Change is a Real Concern,650,NONE
550,Climate Change is a Real Concern,651,FAVOR
551,Climate Change is a Real Concern,652,FAVOR
552,Climate Change is a Real Concern,653,NONE
553,Climate Change is a Real Concern,654,FAVOR
554,Climate Change is a Real Concern,655,FAVOR
555,Climate Change is a Real Concern,656,NONE
556,Climate Change is a Real Concern,657,FAVOR
557,Climate Change is a Real Concern,658,NONE
558,Climate Change is a Real Concern,659,NONE
559,Climate Change is a Real Concern,660,AGAINST
560,Climate Change is a Real Concern,661,FAVOR
561,Climate Change is a Real Concern,662,FAVOR
562,Climate Change is a Real Concern,663,FAVOR
563,Climate Change is a Real Concern,664,NONE
564,Climate Change is a Real Concern,665,FAVOR
565,Climate Change is a Real Concern,666,NONE
566,Climate Change is a Real Concern,667,FAVOR
567,Climate Change is a Real Concern,668,NONE
568,Climate Change is a Real Concern,669,FAVOR
569,Climate Change is a Real Concern,670,NONE
570,Climate Change is a Real Concern,671,NONE
571,Climate Change is a Real Concern,672,NONE
572,Climate Change is a Real Concern,673,NONE
573,Climate Change is a Real Concern,674,NONE
574,Climate Change is a Real Concern,675,NONE
575,Climate Change is a Real Concern,676,FAVOR
576,Climate Change is a Real Concern,677,FAVOR
577,Climate Change is a Real Concern,678,FAVOR
578,Climate Change is a Real Concern,679,NONE
579,Climate Change is a Real Concern,680,NONE
580,Climate Change is a Real Concern,681,NONE
581,Climate Change is a Real Concern,682,FAVOR
582,Climate Change is a Real Concern,683,FAVOR
583,Climate Change is a Real Concern,684,FAVOR
584,Climate Change is a Real Concern,685,NONE
585,Climate Change is a Real Concern,686,NONE
586,Climate Change is a Real Concern,687,NONE
587,Climate Change is a Real Concern,688,AGAINST
588,Climate Change is a Real Concern,689,NONE
589,Climate Change is a Real Concern,690,FAVOR
590,Climate Change is a Real Concern,691,NONE
591,Climate Change is a Real Concern,692,FAVOR
592,Climate Change is a Real Concern,693,AGAINST
593,Climate Change is a Real Concern,694,NONE
594,Climate Change is a Real Concern,695,NONE
595,Climate Change is a Real Concern,696,NONE
596,Climate Change is a Real Concern,697,NONE
597,Climate Change is a Real Concern,698,FAVOR
598,Climate Change is a Real Concern,699,FAVOR
599,Climate Change is a Real Concern,700,NONE
600,Climate Change is a Real Concern,701,FAVOR
601,Climate Change is a Real Concern,702,NONE
602,Climate Change is a Real Concern,703,FAVOR
603,Climate Change is a Real Concern,704,NONE
604,Climate Change is a Real Concern,705,FAVOR
605,Climate Change is a Real Concern,706,NONE
606,Climate Change is a Real Concern,707,FAVOR
607,Climate Change is a Real Concern,708,NONE
608,Climate Change is a Real Concern,709,NONE
609,Climate Change is a Real Concern,710,NONE
610,Climate Change is a Real Concern,711,NONE
611,Climate Change is a Real Concern,712,NONE
612,Climate Change is a Real Concern,713,FAVOR
613,Climate Change is a Real Concern,714,NONE
614,Climate Change is a Real Concern,715,FAVOR
615,Climate Change is a Real Concern,716,FAVOR
616,Climate Change is a Real Concern,717,NONE
617,Climate Change is a Real Concern,718,FAVOR
618,Climate Change is a Real Concern,719,NONE
619,Climate Change is a Real Concern,720,FAVOR
620,Climate Change is a Real Concern,721,FAVOR
621,Climate Change is a Real Concern,722,FAVOR
622,Climate Change is a Real Concern,723,NONE
623,Climate Change is a Real Concern,724,NONE
624,Climate Change is a Real Concern,725,FAVOR
625,Climate Change is a Real Concern,726,FAVOR
626,Climate Change is a Real Concern,727,NONE
627,Climate Change is a Real Concern,728,FAVOR
628,Climate Change is a Real Concern,729,NONE
629,Climate Change is a Real Concern,730,NONE
630,Climate Change is a Real Concern,731,NONE
631,Climate Change is a Real Concern,732,FAVOR
632,Climate Change is a Real Concern,733,FAVOR
633,Climate Change is a Real Concern,734,NONE
634,Climate Change is a Real Concern,735,FAVOR
635,Climate Change is a Real Concern,736,FAVOR
636,Climate Change is a Real Concern,737,NONE
637,Climate Change is a Real Concern,738,NONE
638,Climate Change is a Real Concern,739,NONE
639,Climate Change is a Real Concern,740,FAVOR
640,Climate Change is a Real Concern,741,FAVOR
641,Climate Change is a Real Concern,742,NONE
642,Climate Change is a Real Concern,743,NONE
643,Climate Change is a Real Concern,744,NONE
644,Climate Change is a Real Concern,745,NONE
645,Climate Change is a Real Concern,746,FAVOR
646,Climate Change is a Real Concern,747,NONE
647,Climate Change is a Real Concern,748,FAVOR
648,Climate Change is a Real Concern,749,NONE
649,Climate Change is a Real Concern,750,FAVOR
650,Climate Change is a Real Concern,751,NONE
651,Climate Change is a Real Concern,752,NONE
652,Climate Change is a Real Concern,753,NONE
653,Climate Change is a Real Concern,754,NONE
654,Climate Change is a Real Concern,755,FAVOR
655,Climate Change is a Real Concern,756,NONE
656,Climate Change is a Real Concern,757,FAVOR
657,Climate Change is a Real Concern,758,FAVOR
658,Climate Change is a Real Concern,759,NONE
659,Climate Change is a Real Concern,760,FAVOR
660,Climate Change is a Real Concern,761,FAVOR
661,Climate Change is a Real Concern,762,NONE
662,Climate Change is a Real Concern,763,NONE
663,Climate Change is a Real Concern,764,FAVOR
664,Climate Change is a Real Concern,765,FAVOR
665,Climate Change is a Real Concern,766,FAVOR
666,Climate Change is a Real Concern,767,NONE
667,Climate Change is a Real Concern,768,FAVOR
668,Climate Change is a Real Concern,769,NONE
669,Climate Change is a Real Concern,770,NONE
670,Climate Change is a Real Concern,771,FAVOR
671,Climate Change is a Real Concern,772,FAVOR
672,Climate Change is a Real Concern,773,FAVOR
673,Climate Change is a Real Concern,774,NONE
674,Climate Change is a Real Concern,775,FAVOR
675,Climate Change is a Real Concern,776,FAVOR
676,Climate Change is a Real Concern,777,FAVOR
677,Climate Change is a Real Concern,778,FAVOR
678,Climate Change is a Real Concern,779,NONE
679,Climate Change is a Real Concern,780,NONE
680,Climate Change is a Real Concern,781,NONE
681,Climate Change is a Real Concern,782,FAVOR
682,Climate Change is a Real Concern,783,NONE
683,Climate Change is a Real Concern,784,NONE
684,Climate Change is a Real Concern,785,FAVOR
685,Climate Change is a Real Concern,786,FAVOR
686,Climate Change is a Real Concern,787,FAVOR
687,Climate Change is a Real Concern,788,NONE
688,Climate Change is a Real Concern,789,FAVOR
689,Climate Change is a Real Concern,790,NONE
690,Climate Change is a Real Concern,791,NONE
691,Climate Change is a Real Concern,792,FAVOR
692,Climate Change is a Real Concern,793,NONE
693,Climate Change is a Real Concern,794,FAVOR
694,Climate Change is a Real Concern,795,NONE
695,Climate Change is a Real Concern,796,FAVOR
696,Climate Change is a Real Concern,797,FAVOR
697,Climate Change is a Real Concern,798,FAVOR
698,Climate Change is a Real Concern,799,NONE
699,Climate Change is a Real Concern,800,NONE
700,Climate Change is a Real Concern,801,FAVOR
701,Climate Change is a Real Concern,802,NONE
702,Climate Change is a Real Concern,803,NONE
703,Climate Change is a Real Concern,804,FAVOR
704,Climate Change is a Real Concern,805,NONE
705,Climate Change is a Real Concern,806,NONE
706,Climate Change is a Real Concern,807,NONE
707,Climate Change is a Real Concern,808,NONE
708,Climate Change is a Real Concern,809,NONE
709,Climate Change is a Real Concern,810,FAVOR
710,Climate Change is a Real Concern,811,FAVOR
711,Climate Change is a Real Concern,812,FAVOR
712,Climate Change is a Real Concern,813,FAVOR
713,Climate Change is a Real Concern,814,FAVOR
714,Climate Change is a Real Concern,815,NONE
715,Climate Change is a Real Concern,816,FAVOR
716,Climate Change is a Real Concern,817,NONE
717,Climate Change is a Real Concern,818,NONE
718,Climate Change is a Real Concern,819,NONE
719,Climate Change is a Real Concern,820,FAVOR
720,Climate Change is a Real Concern,821,FAVOR
721,Climate Change is a Real Concern,822,FAVOR
722,Climate Change is a Real Concern,823,NONE
723,Climate Change is a Real Concern,824,NONE
724,Climate Change is a Real Concern,825,FAVOR
725,Climate Change is a Real Concern,826,NONE
726,Climate Change is a Real Concern,827,FAVOR
727,Climate Change is a Real Concern,828,FAVOR
728,Climate Change is a Real Concern,829,FAVOR
729,Climate Change is a Real Concern,830,NONE
730,Climate Change is a Real Concern,831,FAVOR
731,Climate Change is a Real Concern,832,FAVOR
732,Climate Change is a Real Concern,833,FAVOR
733,Climate Change is a Real Concern,834,FAVOR
734,Climate Change is a Real Concern,835,NONE
735,Climate Change is a Real Concern,836,NONE
736,Climate Change is a Real Concern,837,NONE
737,Climate Change is a Real Concern,838,NONE
738,Climate Change is a Real Concern,839,NONE
739,Climate Change is a Real Concern,840,FAVOR
740,Climate Change is a Real Concern,841,FAVOR
741,Climate Change is a Real Concern,842,FAVOR
742,Climate Change is a Real Concern,843,FAVOR
743,Climate Change is a Real Concern,844,FAVOR
744,Climate Change is a Real Concern,845,FAVOR
745,Climate Change is a Real Concern,846,FAVOR
746,Climate Change is a Real Concern,847,FAVOR
747,Climate Change is a Real Concern,848,FAVOR
748,Climate Change is a Real Concern,849,FAVOR
749,Climate Change is a Real Concern,850,NONE
750,Climate Change is a Real Concern,851,NONE
751,Climate Change is a Real Concern,852,FAVOR
752,Climate Change is a Real Concern,853,FAVOR
753,Climate Change is a Real Concern,854,FAVOR
754,Climate Change is a Real Concern,855,FAVOR
755,Climate Change is a Real Concern,856,FAVOR
756,Climate Change is a Real Concern,857,FAVOR
757,Climate Change is a Real Concern,858,NONE
758,Climate Change is a Real Concern,859,FAVOR
759,Climate Change is a Real Concern,860,NONE
760,Climate Change is a Real Concern,861,NONE
761,Climate Change is a Real Concern,862,FAVOR
762,Climate Change is a Real Concern,863,FAVOR
763,Climate Change is a Real Concern,864,FAVOR
764,Climate Change is a Real Concern,865,FAVOR
765,Climate Change is a Real Concern,866,NONE
766,Climate Change is a Real Concern,867,NONE
767,Climate Change is a Real Concern,868,NONE
768,Climate Change is a Real Concern,869,FAVOR
769,Climate Change is a Real Concern,870,FAVOR
770,Climate Change is a Real Concern,871,FAVOR
771,Climate Change is a Real Concern,872,FAVOR
772,Climate Change is a Real Concern,873,FAVOR
773,Climate Change is a Real Concern,874,FAVOR
774,Climate Change is a Real Concern,875,NONE
775,Climate Change is a Real Concern,876,NONE
776,Climate Change is a Real Concern,877,FAVOR
777,Climate Change is a Real Concern,878,FAVOR
778,Climate Change is a Real Concern,879,FAVOR
779,Climate Change is a Real Concern,880,FAVOR
780,Climate Change is a Real Concern,881,FAVOR
781,Climate Change is a Real Concern,882,FAVOR
782,Climate Change is a Real Concern,883,NONE
783,Climate Change is a Real Concern,884,NONE
784,Climate Change is a Real Concern,885,FAVOR
785,Climate Change is a Real Concern,886,NONE
786,Climate Change is a Real Concern,887,NONE
787,Climate Change is a Real Concern,888,FAVOR
788,Climate Change is a Real Concern,889,FAVOR
789,Climate Change is a Real Concern,890,FAVOR
790,Climate Change is a Real Concern,891,FAVOR
791,Climate Change is a Real Concern,892,FAVOR
792,Climate Change is a Real Concern,893,FAVOR
793,Climate Change is a Real Concern,894,FAVOR
794,Climate Change is a Real Concern,895,FAVOR
795,Climate Change is a Real Concern,896,NONE
796,Climate Change is a Real Concern,897,FAVOR
797,Climate Change is a Real Concern,898,NONE
798,Climate Change is a Real Concern,899,FAVOR
799,Climate Change is a Real Concern,900,FAVOR
800,Climate Change is a Real Concern,901,FAVOR
801,Climate Change is a Real Concern,902,FAVOR
802,Climate Change is a Real Concern,903,AGAINST
803,Climate Change is a Real Concern,904,AGAINST
804,Climate Change is a Real Concern,905,AGAINST
805,Climate Change is a Real Concern,906,AGAINST
